siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
Najafgarh,1427,2019-07-15,33.68,94.99,32.27,15.49,14.7,27.13
Najafgarh,1427,2019-07-16,28.78,42.29,32.54,19.5,11.9,37.81
Najafgarh,1427,2019-07-17,21.05,24.38,20.0,21.58,9.89,41.48
Najafgarh,1427,2019-07-18,15.04,15.91,17.84,18.86,11.56,56.98
Najafgarh,1427,2019-07-19,47.88,55.59,27.72,18.09,13.44,52.88
Najafgarh,1427,2019-07-20,25.22,38.68,22.26,25.34,9.87,38.92
Najafgarh,1427,2019-07-21,38.69,86.06,29.73,29.19,8.97,54.93
Najafgarh,1427,2019-07-22,37.73,78.25,45.77,41.99,9.4,35.782
Najafgarh,1427,2019-07-23,50.15,102.05,38.19,30.54,10.93,71.96
Najafgarh,1427,2019-07-24,48.53,93.05,23.94,24.36,10.89,62.3
Najafgarh,1427,2019-07-25,8.18,19.12,17.24,18.83,11.68,44.65
Najafgarh,1427,2019-07-26,22.35,31.12,24.62,24.57,9.35,35.41
Najafgarh,1427,2019-07-27,16.48,25.01,27.48,23.59,10.95,34.72
Najafgarh,1427,2019-07-28,13.33,24.88,19.07,20.46,8.9,32.73
Najafgarh,1427,2019-07-29,13.71,37.83,24.17,24.55,9.51,32.71
Najafgarh,1427,2019-07-30,19.95,55.48,32.12,30.99,11.95,35.42
Najafgarh,1427,2019-07-31,22.71,50.52,24.1,28.86,9.82,42.61
Najafgarh,1427,2019-08-01,29.5,63.52,25.34,30.9,10.66,43.94
Najafgarh,1427,2019-08-02,34.82,56.69,27.6,31.57,10.62,32.97
Najafgarh,1427,2019-08-03,32.01,46.02,35.09,31.34,9.93,27.04
Najafgarh,1427,2019-08-04,35.27,44.4,32.38,25.17,11.15,39.27
Najafgarh,1427,2019-08-05,36.91,49.06,26.15,26.9,9.26,37.46
Najafgarh,1427,2019-08-06,26.64,37.36,28.37,30.55,8.77,18.02
Najafgarh,1427,2019-08-07,12.25,49.52,39.22,24.52,9.77,35.37
Najafgarh,1427,2019-08-08,13.04,34.95,31.55,14.41,9.29,33.9
Najafgarh,1427,2019-08-09,4.98,23.76,22.08,22.83,9.99,34.33
Najafgarh,1427,2019-08-10,7.96,22.21,19.93,15.67,9.3,32.46
Najafgarh,1427,2019-08-11,12.48,26.98,20.29,17.79,9.61,32.22
Najafgarh,1427,2019-08-12,7.23,15.12,16.03,15.73,9.02,23.18
Najafgarh,1427,2019-08-13,10.97,21.88,16.58,19.63,8.53,25.01
Najafgarh,1427,2019-08-14,25.84,28.5,24.85,25.17,9.23,33.77
Najafgarh,1427,2019-08-15,20.92,38.93,21.23,20.47,9.91,32.97
Najafgarh,1427,2019-08-16,8.05,23.55,20.81,19.61,12.06,33.78
Najafgarh,1427,2019-08-17,4.33,11.0,17.43,18.92,10.25,13.65
Najafgarh,1427,2019-08-18,5.52,15.4,16.79,14.56,9.53,27.04
Najafgarh,1427,2019-08-19,17.88,45.41,22.42,14.4,8.4,28.72
Najafgarh,1427,2019-08-20,24.38,57.46,18.65,22.65,8.75,35.47
Najafgarh,1427,2019-08-21,27.11,87.86,19.84,35.46,9.37,42.84
Najafgarh,1427,2019-08-22,22.23,72.66,31.88,25.92,10.54,28.91
Najafgarh,1427,2019-08-23,29.44,93.06,26.4,20.51,9.08,38.71
Najafgarh,1427,2019-08-24,37.67,100.06,28.53,23.48,9.05,34.84
Najafgarh,1427,2019-08-25,22.94,52.0,29.79,22.17,8.28,30.98
Najafgarh,1427,2019-08-26,15.65,53.52,33.05,18.93,9.15,34.5
Najafgarh,1427,2019-08-27,30.31,78.06,35.84,18.61,11.87,56.33
Najafgarh,1427,2019-08-28,23.6,70.56,33.95,18.77,11.25,45.83
Najafgarh,1427,2019-08-29,24.98,70.79,25.52,19.57,9.35,46.27
Najafgarh,1427,2019-08-30,33.23,67.69,26.37,17.75,8.56,54.52
Najafgarh,1427,2019-08-31,43.93,88.28,26.88,22.49,9.35,40.48
Najafgarh,1427,2019-09-01,12.52,42.44,33.49,21.62,11.55,37.55
Najafgarh,1427,2019-09-02,32.59,58.84,26.53,18.51,10.24,16.29
Najafgarh,1427,2019-09-03,56.0,91.46,26.13,19.65,9.93,49.66
Najafgarh,1427,2019-09-04,75.0,128.4,31.95,25.34,8.25,42.45
Najafgarh,1427,2019-09-05,25.99,52.38,23.5,22.78,11.27,24.26
Najafgarh,1427,2019-09-06,25.63,57.6,30.06,31.78,11.93,14.94
Najafgarh,1427,2019-09-07,22.94,56.01,28.88,17.69,9.94,19.356
Najafgarh,1427,2019-09-08,28.46,64.0,27.24,18.74,9.8,25.736
Najafgarh,1427,2019-09-09,56.45,116.96,26.74,20.69,12.49,47.87
Najafgarh,1427,2019-09-10,58.99,121.68,30.92,19.44,12.26,48.91
Najafgarh,1427,2019-09-11,68.27,146.75,36.47,24.93,13.14,31.9
Najafgarh,1427,2019-09-12,52.67,107.6,28.81,18.09,10.72,55.97
Najafgarh,1427,2019-09-13,27.52,61.79,26.57,19.31,9.76,33.74
Najafgarh,1427,2019-09-14,28.93,59.4,24.03,17.01,10.94,46.01
Najafgarh,1427,2019-09-15,42.25,75.68,29.68,14.71,10.76,75.73
Najafgarh,1427,2019-09-16,40.5,26.392000000000003,29.18,12.92,10.57,18.68
Najafgarh,1427,2019-09-17,14.333999999999998,40.294,13.945999999999998,10.212,6.553999999999999,27.714
Najafgarh,1427,2019-09-18,30.75,89.44,23.6,18.84,10.51,66.7
Najafgarh,1427,2019-09-19,14.77,42.52,20.48,16.07,11.03,38.23
Najafgarh,1427,2019-09-20,26.15,69.51,25.65,16.15,11.23,33.64
Najafgarh,1427,2019-09-21,24.85,59.17,19.94,16.67,10.34,38.78
Najafgarh,1427,2019-09-22,22.2,48.28,28.3,16.58,9.29,23.35
Najafgarh,1427,2019-09-23,20.64,39.38,22.37,19.78,9.98,37.59
Najafgarh,1427,2019-09-24,26.34,77.61,19.85,16.45,11.38,41.54
Najafgarh,1427,2019-09-25,22.98,62.31,3.674,15.68,10.58,48.09
Najafgarh,1427,2019-09-26,13.35,40.22,6.786,14.17,9.27,13.82
Najafgarh,1427,2019-09-27,8.142,26.05,9.952,8.01,5.376,18.976
Najafgarh,1427,2019-09-28,12.66,45.1,18.37,13.27,10.71,26.63
Najafgarh,1427,2019-09-29,9.32,34.44,15.56,12.5,8.77,31.73
Najafgarh,1427,2019-09-30,18.73,50.71,15.83,14.28,7.4,36.52
Najafgarh,1427,2019-10-01,27.5,66.96,17.42,14.98,8.23,38.23
Najafgarh,1427,2019-10-02,41.16,86.95,17.13,16.46,9.11,46.77
Najafgarh,1427,2019-10-03,43.29,97.71,15.28,19.1,7.3,57.49
Najafgarh,1427,2019-10-04,30.69,68.81,12.55,19.1,7.22,51.75
Najafgarh,1427,2019-10-05,29.54,88.08,16.73,15.15,8.18,47.86
Najafgarh,1427,2019-10-06,50.92,119.17,17.38,18.89,8.18,52.83
Najafgarh,1427,2019-10-07,47.21,119.44,13.21,19.26,8.21,49.11
Najafgarh,1427,2019-10-08,42.44,107.77,14.03,17.96,8.47,49.46
Najafgarh,1427,2019-10-09,67.29,158.6,24.73,19.52,9.77,58.57
Najafgarh,1427,2019-10-10,91.71,187.65,27.28,23.39,10.31,64.76
Najafgarh,1427,2019-10-11,74.58,138.5,19.83,22.72,8.63,52.05
Najafgarh,1427,2019-10-12,82.23,163.52,22.31,25.24,8.34,57.34
Najafgarh,1427,2019-10-13,97.15,220.55,24.0,23.75,10.36,52.79
Najafgarh,1427,2019-10-14,95.13,189.14,24.83,20.94,10.4,50.63
Najafgarh,1427,2019-10-15,105.73,247.88,38.45,22.89,9.99,45.12
Najafgarh,1427,2019-10-16,134.46,264.12,52.14,25.8,10.54,66.05
Najafgarh,1427,2019-10-17,112.84,215.94,42.99,29.68,10.12,49.32
Najafgarh,1427,2019-10-18,103.87,184.67,28.52,26.98,11.36,53.05
Najafgarh,1427,2019-10-19,91.16,138.74,41.05,26.84,11.44,57.03
Najafgarh,1427,2019-10-20,81.52,128.55,29.91,26.93,9.3,39.86
Najafgarh,1427,2019-10-21,90.98,151.19,27.36,22.78,11.1,45.11
Najafgarh,1427,2019-10-22,76.46,145.43,26.16,20.59,9.8,53.69
Najafgarh,1427,2019-10-23,96.8,194.24,32.98,25.81,8.9,52.94
Najafgarh,1427,2019-10-24,139.28,250.51,42.55,28.97,8.68,56.02
Najafgarh,1427,2019-10-25,117.59,221.91,46.24,30.61,9.58,59.07
Najafgarh,1427,2019-10-26,120.3,203.96,35.39,32.46,10.06,44.86
Najafgarh,1427,2019-10-27,155.45,229.96,19.9,34.73,8.11,40.5
Najafgarh,1427,2019-10-28,211.74,286.54,17.1,34.54,8.96,39.49
Najafgarh,1427,2019-10-29,239.32,333.41,18.84,39.75,7.67,21.54
Najafgarh,1427,2019-10-30,199.76,291.94,12.84,37.01,8.78,22.76
Najafgarh,1427,2019-10-31,299.99,409.32,15.09,41.26,8.22,22.09
Najafgarh,1427,2019-11-01,333.61,456.27,16.38,42.08,7.33,33.46
Najafgarh,1427,2019-11-02,376.54,430.02,11.18,47.09,5.98,12.59
Najafgarh,1427,2019-11-03,465.88,555.31,10.28,48.89,6.16,8.49
Najafgarh,1427,2019-11-04,195.35,258.24,10.37,37.86,8.99,15.37
Najafgarh,1427,2019-11-05,123.71,177.18,9.33,34.66,7.53,8.46
Najafgarh,1427,2019-11-06,86.41,158.94,12.42,32.82,9.86,14.45
Najafgarh,1427,2019-11-07,183.03,264.01,19.73,36.46,9.72,8.88
Najafgarh,1427,2019-11-08,158.09,227.46,13.47,35.11,8.78,12.4
Najafgarh,1427,2019-11-09,159.33,210.31,11.14,31.59,6.69,10.13
Najafgarh,1427,2019-11-10,142.73,194.92,11.32,29.47,5.96,11.6
Najafgarh,1427,2019-11-11,188.73,250.77,13.06,30.67,6.4,10.24
Najafgarh,1427,2019-11-12,301.98,377.02,13.61,31.92,7.34,8.37
Najafgarh,1427,2019-11-13,393.83,479.81,15.13,33.63,6.29,7.91
Najafgarh,1427,2019-11-14,364.48,456.71,13.51,33.27,5.52,6.05
Najafgarh,1427,2019-11-15,471.31,556.88,12.91,33.93,5.73,5.77
Najafgarh,1427,2019-11-16,208.94,288.44,10.76,33.32,4.72,4.63
Najafgarh,1427,2019-11-17,92.91,285.64,9.2,30.15,7.0,3.94
Najafgarh,1427,2019-11-18,75.17,94.78,10.07,30.22,5.63,3.89
Najafgarh,1427,2019-11-19,91.17,134.73,11.36,29.14,6.69,4.41
Najafgarh,1427,2019-11-20,153.83,217.6,14.52,28.31,7.38,4.75
Najafgarh,1427,2019-11-21,201.38,313.58,19.6,27.94,9.48,11.35
Najafgarh,1427,2019-11-22,184.67,267.5,16.97,27.4,6.7,5.85
Najafgarh,1427,2019-11-23,144.98,193.58,13.21,26.45,5.42,4.19
Najafgarh,1427,2019-11-24,132.4,173.23,11.01,26.33,6.19,4.37
Najafgarh,1427,2019-11-25,127.69,195.28,13.45,25.72,5.87,4.3
Najafgarh,1427,2019-11-26,102.28,192.33,13.57,26.11,7.63,32.39
Najafgarh,1427,2019-11-27,62.38,101.27,13.12,24.41,6.19,18.59
Najafgarh,1427,2019-11-28,27.31,46.01,15.33,21.55,5.66,34.1
Najafgarh,1427,2019-11-29,54.29,83.74,21.01,20.66,7.47,31.49
Najafgarh,1427,2019-11-30,77.99,103.45,20.84,26.8,7.05,27.46
Najafgarh,1427,2019-12-01,102.26,135.07,20.92,30.95,7.46,41.12
Najafgarh,1427,2019-12-02,110.56,155.61,25.52,29.9,8.97,43.16
Najafgarh,1427,2019-12-03,113.03,165.21,27.89,30.23,8.57,44.02
Najafgarh,1427,2019-12-04,131.16,192.98,35.96,32.71,7.19,39.56
Najafgarh,1427,2019-12-05,185.23,256.07,35.93,40.8,6.93,44.99
Najafgarh,1427,2019-12-06,238.91,303.94,34.03,52.15,6.46,35.41
Najafgarh,1427,2019-12-07,180.56,232.02,33.24,44.81,6.86,39.54
Najafgarh,1427,2019-12-08,166.21,205.04,34.01,43.1,6.42,36.54
Najafgarh,1427,2019-12-09,155.45,196.01,33.22,38.8,6.04,40.55
Najafgarh,1427,2019-12-10,173.23,217.51,32.06,40.53,6.41,41.89
Najafgarh,1427,2019-12-11,220.12,313.92,46.78,46.9,6.95,43.25
Najafgarh,1427,2019-12-12,251.54,355.74,48.64,62.78,10.01,68.93
Najafgarh,1427,2019-12-13,97.0,113.0,12.59,35.32,11.08,34.1
Najafgarh,1427,2019-12-14,76.28,100.71,27.2,28.33,9.16,25.18
Najafgarh,1427,2019-12-15,86.45,113.96,17.44,30.12,7.99,25.23
Najafgarh,1427,2019-12-16,72.83,98.14,11.4,28.95,8.14,28.88
Najafgarh,1427,2019-12-17,74.91,96.32,10.8,34.4,7.84,28.14
Najafgarh,1427,2019-12-18,108.29,145.11,18.17,39.38,6.94,32.66
Najafgarh,1427,2019-12-19,192.79,242.69,40.23,44.9,4.9,9.64
Najafgarh,1427,2019-12-20,193.04,251.54,28.72,54.14,5.29,18.55
Najafgarh,1427,2019-12-21,180.15,246.96,23.71,65.91,5.12,18.35
Najafgarh,1427,2019-12-22,112.27,144.3,19.48,57.37,6.57,21.69
Najafgarh,1427,2019-12-23,138.11,188.24,17.96,43.64,5.82,22.93
Najafgarh,1427,2019-12-24,210.26,318.54,43.11,44.52,6.83,22.17
Najafgarh,1427,2019-12-25,117.02,177.65,19.35,39.98,5.52,17.82
Najafgarh,1427,2019-12-26,166.46,264.98,24.07,44.24,10.0,18.28
Najafgarh,1427,2019-12-27,172.08,255.81,23.46,43.06,4.81,21.68
Najafgarh,1427,2019-12-28,152.77,208.69,25.09,39.2,5.14,12.28
Najafgarh,1427,2019-12-29,252.05,408.49,37.75,45.69,8.0,23.62
Najafgarh,1427,2019-12-30,283.92,416.96,57.03,65.43,8.26,7.15
Najafgarh,1427,2019-12-31,200.44,284.17,28.35,49.13,5.7,24.35
Najafgarh,1427,2020-01-01,264.75,339.06,46.71,50.6,7.57,24.03
Najafgarh,1427,2020-01-02,276.81,360.54,52.61,50.12,7.42,24.76
Najafgarh,1427,2020-01-03,152.83,192.33,39.08,46.26,7.23,25.77
Najafgarh,1427,2020-01-04,143.23,175.33,30.63,46.42,8.33,22.6
Najafgarh,1427,2020-01-05,150.48,197.79,28.72,44.67,9.71,26.11
Najafgarh,1427,2020-01-06,139.4,189.25,34.27,43.98,6.12,14.36
Najafgarh,1427,2020-01-07,102.08,141.62,38.59,42.16,4.8,19.5
Najafgarh,1427,2020-01-08,94.12,110.77,26.19,42.31,5.33,10.26
Najafgarh,1427,2020-01-09,69.66,90.16,17.32,32.27,5.36,19.08
Najafgarh,1427,2020-01-10,86.89,110.75,25.06,33.86,6.61,27.83
Najafgarh,1427,2020-01-11,110.34,145.4,28.75,35.48,5.34,28.3
Najafgarh,1427,2020-01-12,135.53,181.05,32.09,40.86,5.77,22.77
Najafgarh,1427,2020-01-13,169.74,246.95,36.37,47.33,5.46,26.15
Najafgarh,1427,2020-01-14,74.38,95.92,21.01,36.22,5.47,18.14
Najafgarh,1427,2020-01-15,86.36,112.48,22.75,33.48,5.29,25.32
Najafgarh,1427,2020-01-16,104.92,143.59,24.26,37.74,5.67,12.56
Najafgarh,1427,2020-01-17,96.1,121.52,19.9,37.0,4.79,15.12
Najafgarh,1427,2020-01-18,106.65,146.12,32.22,33.87,4.69,10.0
Najafgarh,1427,2020-01-19,100.11,133.49,17.91,32.17,5.61,32.13
Najafgarh,1427,2020-01-20,104.62,151.33,19.59,34.4,6.02,28.06
Najafgarh,1427,2020-01-21,185.02,269.04,34.35,38.74,6.17,23.64
Najafgarh,1427,2020-01-22,147.3,179.92,27.36,36.03,6.01,15.0
Najafgarh,1427,2020-01-23,67.31,97.16,19.57,27.08,5.9,31.83
Najafgarh,1427,2020-01-24,52.6,81.23,19.99,24.41,5.09,37.91
Najafgarh,1427,2020-01-25,86.06,123.89,27.56,26.76,5.62,31.66
Najafgarh,1427,2020-01-26,109.96,150.8,23.0,32.88,5.63,28.09
Najafgarh,1427,2020-01-27,145.73,223.91,51.93,37.8,6.27,18.26
Najafgarh,1427,2020-01-28,88.67,114.75,26.67,35.38,5.65,27.46
Najafgarh,1427,2020-01-29,52.93,79.24,20.4,27.86,5.74,25.44
Najafgarh,1427,2020-01-30,65.0,90.12,24.72,27.84,5.76,21.0
Najafgarh,1427,2020-01-31,71.07,105.55,27.13,26.18,6.03,23.34
Najafgarh,1427,2020-02-01,98.25,144.4,29.56,28.15,6.66,28.04
Najafgarh,1427,2020-02-02,94.65,144.94,26.08,27.21,4.86,26.52
Najafgarh,1427,2020-02-03,99.83,147.56,32.65,25.99,5.71,29.52
Najafgarh,1427,2020-02-04,141.38,254.5,41.42,28.49,6.64,31.82
Najafgarh,1427,2020-02-05,172.19,257.93,34.31,32.31,6.16,14.35
Najafgarh,1427,2020-02-06,87.48,125.36,25.21,27.06,6.31,28.67
Najafgarh,1427,2020-02-07,134.2,209.19,32.48,25.05,9.1,29.08
Najafgarh,1427,2020-02-08,134.47,188.12,22.23,25.06,10.44,31.07
Najafgarh,1427,2020-02-09,120.9,168.69,25.67,28.58,10.05,32.84
Najafgarh,1427,2020-02-10,136.93,188.73,24.78,29.52,9.46,32.75
Najafgarh,1427,2020-02-11,139.18,196.46,28.35,32.07,9.77,33.51
Najafgarh,1427,2020-02-12,160.35,230.04,28.68,32.05,7.45,31.6
Najafgarh,1427,2020-02-13,116.81,168.77,21.85,28.13,8.01,28.95
Najafgarh,1427,2020-02-14,119.66,185.23,21.96,24.36,11.94,38.6
Najafgarh,1427,2020-02-15,113.81,176.65,27.27,20.14,26.41,55.48
Najafgarh,1427,2020-02-16,118.74,181.77,33.1,18.56,20.53,56.93
Najafgarh,1427,2020-02-17,143.35,209.95,46.45,19.79,14.06,15.74
Najafgarh,1427,2020-02-18,93.4,155.21,30.33,21.58,12.82,52.3
Najafgarh,1427,2020-02-19,116.81,225.24,46.36,19.64,13.52,46.42
Najafgarh,1427,2020-02-20,77.33,185.93,18.18,21.89,13.14,92.55
Najafgarh,1427,2020-02-21,52.84,80.05,19.87,24.51,9.9,54.22
Najafgarh,1427,2020-02-22,81.61,134.0,36.38,25.99,11.42,29.31
Najafgarh,1427,2020-02-23,129.33,189.31,24.32,30.63,14.66,38.97
Najafgarh,1427,2020-02-24,110.73,159.2,34.81,27.71,13.4,17.51
Najafgarh,1427,2020-02-25,110.21,157.49,24.28,27.63,11.96,41.61
Najafgarh,1427,2020-02-26,115.27,194.45,37.18,27.38,13.27,45.15
Najafgarh,1427,2020-02-27,101.0,190.42,49.11,26.31,9.43,34.3
Najafgarh,1427,2020-02-28,74.75,139.71,17.62,26.59,9.23,74.41
Najafgarh,1427,2020-02-29,55.0,102.32,21.65,21.37,8.35,60.17
Najafgarh,1427,2020-03-01,31.17,52.6,22.52,21.04,8.27,52.55
Najafgarh,1427,2020-03-02,93.91,151.24,33.88,26.35,10.44,18.49
Najafgarh,1427,2020-03-03,114.3,194.2,35.34,26.81,21.93,36.86
Najafgarh,1427,2020-03-04,65.54,158.96,35.1,34.15,13.51,79.98
Najafgarh,1427,2020-03-05,21.57,45.1,20.54,50.01,8.2,65.41
Najafgarh,1427,2020-03-06,15.51,25.17,24.52,43.82,6.53,38.95
Najafgarh,1427,2020-03-07,30.53,55.46,17.89,48.69,8.47,47.47
Najafgarh,1427,2020-03-08,48.71,90.27,24.32,51.67,14.21,60.79
Najafgarh,1427,2020-03-09,89.95,153.47,21.67,54.47,16.79,38.76
Najafgarh,1427,2020-03-10,85.57,143.51,20.33,48.52,15.66,58.95
Najafgarh,1427,2020-03-11,46.99,93.55,23.98,48.16,9.71,58.98
Najafgarh,1427,2020-03-12,41.82,159.31,34.67,51.54,11.89,29.51
Najafgarh,1427,2020-03-13,68.38,219.56,21.34,50.32,21.76,45.21
Najafgarh,1427,2020-03-14,68.9,154.68,22.72,50.77,11.26,37.2
Najafgarh,1427,2020-03-15,93.89,168.76,29.3,55.08,16.71,53.58
Najafgarh,1427,2020-03-16,100.28,169.48,25.5,54.08,16.39,43.19
Najafgarh,1427,2020-03-17,95.86,155.95,29.96,52.77,11.85,32.74
Najafgarh,1427,2020-03-18,90.71,160.08,30.17,57.26,16.38,49.77
Najafgarh,1427,2020-03-19,90.4,168.48,28.09,58.42,19.22,54.55
Najafgarh,1427,2020-03-20,98.31,182.28,43.82,60.89,11.14,28.65
Najafgarh,1427,2020-03-21,65.47,138.67,29.98,61.01,16.2,47.68
Najafgarh,1427,2020-03-22,87.74,145.26,26.93,63.86,16.1,51.72
Najafgarh,1427,2020-03-23,71.58,117.2,15.33,58.31,17.12,47.2
Najafgarh,1427,2020-03-24,45.93,105.0,17.38,53.36,12.52,41.43
Najafgarh,1427,2020-03-25,43.3,73.49199999999999,10.25,65.13,9.83,33.06
Najafgarh,1427,2020-03-26,61.91,59.1384,8.58,72.01,16.27,26.61
Najafgarh,1427,2020-03-27,28.26,47.52608,6.95,52.23,10.33,29.81
Najafgarh,1427,2020-03-28,26.694,36.031296,5.156000000000001,37.874,7.286,17.896
Najafgarh,1427,2020-03-29,23.3728,28.539155200000003,4.1372,32.4228,6.777199999999999,14.8632
Najafgarh,1427,2020-03-30,27.4,22.419306240000004,8.47,48.09,9.23,62.73
Najafgarh,1427,2020-03-31,72.0,17.397951488,8.71,51.2,13.35,40.51
Najafgarh,1427,2020-04-01,24.55456,13.6712825856,4.26344,26.34256,5.87144,23.62064
Najafgarh,1427,2020-04-02,24.790912,10.69770806272,4.2886880000000005,25.126512,5.690288000000001,25.372128
Najafgarh,1427,2020-04-03,24.2690944,8.353388427263999,3.4524256,20.5338144,4.9823456,17.900553600000002
Najafgarh,1427,2020-04-04,14.72291328,6.5444758151168,2.40091072,14.400577280000002,3.30881472,13.378664320000002
Najafgarh,1427,2020-04-05,12.756583936000002,5.11911446102016,2.028404864,12.012180736,2.796289664,11.330269184
Najafgarh,1427,2020-04-06,10.3497183232,4.003395740680192,1.5763482368,9.389314483200002,2.2174899968000004,8.5218974208
Najafgarh,1427,2020-04-07,22.45,3.1333972033634305,4.58,41.8,12.38,66.97
Najafgarh,1427,2020-04-08,36.79,99.82,7.01,43.9,13.75,62.09
Najafgarh,1427,2020-04-09,48.63,98.72,13.47,45.54,14.89,62.08
Najafgarh,1427,2020-04-10,67.9,153.06,18.14,42.94,19.41,52.08
Najafgarh,1427,2020-04-11,51.28,132.41,13.03,40.91,14.72,59.5
Najafgarh,1427,2020-04-12,58.21,141.42,11.43,50.66,22.03,56.91
Najafgarh,1427,2020-04-13,61.0,179.42,17.14,48.46,20.18,45.69
Najafgarh,1427,2020-04-14,78.69,225.19,19.42,49.35,19.46,40.96
Najafgarh,1427,2020-04-15,47.86,209.85,17.9,43.43,11.24,26.4
Najafgarh,1427,2020-04-16,61.91,189.98,14.57,45.69,19.15,39.32
Najafgarh,1427,2020-04-17,28.2,102.35,7.79,40.94,12.9,54.88
Najafgarh,1427,2020-04-18,21.33,106.73,8.65,47.32,9.51,50.16
Najafgarh,1427,2020-04-19,45.81,111.29,13.89,57.8,12.7,33.15
Najafgarh,1427,2020-04-20,68.06,184.06,25.93,62.21,8.75,16.56
Najafgarh,1427,2020-04-21,40.07,154.14,12.05,57.83,11.36,35.85
Najafgarh,1427,2020-04-22,78.23,186.02,18.06,56.88,12.19,31.66
Najafgarh,1427,2020-04-23,44.6,155.68,14.08,50.0,8.62,26.37
Najafgarh,1427,2020-04-24,56.26,196.21,14.55,55.49,8.27,28.78
Najafgarh,1427,2020-04-25,14.61,84.16,7.47,52.12,6.55,33.7
Najafgarh,1427,2020-04-26,37.76,123.27,8.71,101.28,9.79,26.83
Najafgarh,1427,2020-04-27,20.0,40.6,23.73,127.93,8.57,8.0
Najafgarh,1427,2020-04-28,14.474,49.606,7.981999999999999,207.6,8.9,17.85
Najafgarh,1427,2020-04-29,14.4468,42.6952,8.084399999999999,87.362,5.452,2.2
Najafgarh,1427,2020-04-30,48.29,134.07,14.05,144.49,12.92,22.07
Najafgarh,1427,2020-05-01,51.43,149.92,12.68,100.63,10.52,24.33
Najafgarh,1427,2020-05-02,25.95,93.03,7.99,80.05,8.68,28.15
Najafgarh,1427,2020-05-03,24.31,73.73,7.49,81.71,9.57,25.35
Najafgarh,1427,2020-05-04,21.58,52.99,11.0,80.95,10.79,20.74
Najafgarh,1427,2020-05-05,79.75,146.9,13.69,88.61,11.38,21.83
Najafgarh,1427,2020-05-06,38.82,163.83,10.65,76.09,9.25,28.68
Najafgarh,1427,2020-05-07,36.88,89.37,10.67,79.76,11.21,30.96
Najafgarh,1427,2020-05-08,57.25,128.09,13.12,59.04,13.93,24.96
Najafgarh,1427,2020-05-09,44.1,122.06,9.89,42.978,12.91,28.88
Najafgarh,1427,2020-05-10,44.15,114.48,10.41,36.3556,13.79,28.69
Najafgarh,1427,2020-05-11,31.22,87.39,10.02,27.67472,13.52,27.59
Najafgarh,1427,2020-05-12,36.32,97.56,10.75,21.401664,14.21,28.26
Najafgarh,1427,2020-05-13,61.03,180.58,12.15,4.97,14.65,24.11
Najafgarh,1427,2020-05-14,48.49,105.68,14.41,5.7,8.63,19.27
Najafgarh,1427,2020-05-15,65.98,135.58,13.91,5.49,11.27,15.65
Najafgarh,1427,2020-05-16,109.85,202.67,15.36,9.3,13.14,15.62
Najafgarh,1427,2020-05-17,92.19,181.42,15.06,15.97,12.68,17.36
Najafgarh,1427,2020-05-18,92.65,198.8,16.56,16.47,14.43,12.13
Najafgarh,1427,2020-05-19,133.49,278.44,22.36,18.26,14.94,10.42
Najafgarh,1427,2020-05-20,120.93,274.89,22.4,24.96,22.91,5.58
Najafgarh,1427,2020-05-21,77.05,214.99,15.33,20.22,19.96,7.51
Najafgarh,1427,2020-05-22,55.25,167.27,23.27,20.18,14.58,10.5
Najafgarh,1427,2020-05-23,51.2,204.21,22.26,20.4,12.62,7.76
Najafgarh,1427,2020-05-24,39.57,172.85,12.25,18.08,11.84,11.4
Najafgarh,1427,2020-05-25,68.08,192.32,20.29,21.85,15.03,11.83
Najafgarh,1427,2020-05-26,50.93,219.2,20.8,19.06,11.59,10.76
Najafgarh,1427,2020-05-27,38.62,161.56,14.65,20.21,14.62,12.59
Najafgarh,1427,2020-05-28,34.48,242.44,6.99,18.34,8.83,13.37
Najafgarh,1427,2020-05-29,20.47,57.29,11.97,16.77,7.64,7.22
Najafgarh,1427,2020-05-30,17.52,42.6,12.72,16.37,7.96,6.32
Najafgarh,1427,2020-05-31,16.62,34.17,8.21,16.02,9.26,6.93
Najafgarh,1427,2020-06-01,37.08,72.66,16.04,9.832,12.14,7.0
Najafgarh,1427,2020-06-02,35.09,81.65,13.7,8.444399999999998,4.11,8.17
Najafgarh,1427,2020-06-03,25.06,83.58,12.1,6.859279999999998,8.68,6.62
Najafgarh,1427,2020-06-04,66.94,129.51,17.93,5.027135999999999,7.41,8.17
Najafgarh,1427,2020-06-05,33.71,65.75,15.85,33.66,7.88,8.01
Najafgarh,1427,2020-06-06,30.73,70.7,12.0,31.44,9.14,8.63
Najafgarh,1427,2020-06-07,29.3,66.86,11.88,29.96,9.22,6.84
Najafgarh,1427,2020-06-08,35.53,89.77,12.47,30.16,6.93,9.18
Najafgarh,1427,2020-06-09,50.42,136.26,14.01,31.94,12.51,13.48
Najafgarh,1427,2020-06-10,30.68,99.27,15.23,29.4,9.83,11.59
Najafgarh,1427,2020-06-11,33.97,110.61,11.79,29.79,10.83,10.92
Najafgarh,1427,2020-06-12,61.85,160.96,15.52,33.2,11.85,13.29
Najafgarh,1427,2020-06-13,44.35,120.04,13.41,28.26,11.29,10.51
Najafgarh,1427,2020-06-14,75.74,156.51,15.58,30.64,10.77,18.98
